"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, females","Dunoon","S02001386","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.26,77.14,81.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Garelochhead","S02001387","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.48,80.32,84.65,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Helensburgh West & Rhu","S02001388","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.65,81.99,85.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Helensburgh North","S02001389","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.82,80.9,84.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Helensburgh Centre","S02001390","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.1,80.41,85.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Helensburgh East","S02001391","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.27,79.17,83.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Lomond Shore","S02001392","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.78,80.81,84.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Tullibody South","S02001393","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.94,78.08,81.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Tullibody North & Glenochil","S02001394","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.04,80.14,85.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Menstrie","S02001395","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.9,80.12,83.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Alva","S02001396","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.73,80.71,84.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fishcross, Devon Village & Coalsnaughton","S02001397","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.97,76.93,83.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Tillicoultry","S02001398","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.72,79.7,83.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dollar & Muckhart","S02001399","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,84.93,82.93,86.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clackmannan, Kennet & Forestmill","S02001400","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.07,79.4,82.73,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Sauchie","S02001401","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,78.54,76.53,80.55,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Alloa South & East","S02001402","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.4,74.87,79.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Alloa North","S02001403","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.46,79.51,83.41,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Alloa West","S02001404","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.09,78.48,83.71,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stranraer West","S02001405","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.93,78.11,83.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stranraer East","S02001406","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.36,76.11,82.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stranraer South","S02001407","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.6,75.47,79.72,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Rhins North","S02001408","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,86.67,84.74,88.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Rhins South","S02001409","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.33,76.82,83.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Machars North","S02001410","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,84.78,81.91,87.65,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Machars South","S02001411","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.54,81.85,85.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Newton Stewart","S02001412","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.99,78.83,83.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Gatehouse","S02001413","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.47,80.98,83.96,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kirkcudbright","S02001414","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.02,82.96,87.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Castle Douglas","S02001415","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.84,80.09,83.6,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalbeattie","S02001416","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.03,78.73,83.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalbeattie Rural","S02001417","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,84.19,81.81,86.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glenkens","S02001418","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.37,83.39,87.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Upper Nithsdale","S02001419","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,78.95,76.98,80.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Thornhill","S02001420","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.55,77.67,85.44,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Mid Nithsdale","S02001421","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.91,76.89,82.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Shawhead","S02001422","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.73,79.36,84.11,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Lochside & Lincluden","S02001423","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.62,75.21,80.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Summerville","S02001424","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.45,79.12,83.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Troqueer","S02001425","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,89.23,86.33,92.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","New Abbey","S02001426","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.46,78.76,82.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kingholm","S02001427","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.44,79.04,83.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Calside","S02001428","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.38,83.15,87.61,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Georgetown","S02001429","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.03,82.24,87.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumfries Central","S02001430","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,78.59,75.96,81.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Nunholm","S02001431","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.95,81.64,86.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Locharbriggs","S02001432","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.01,78.28,83.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Heathhall","S02001433","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.52,77.67,85.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Collin","S02001434","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,84.94,82.6,87.28,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Lochmaben","S02001435","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.41,79.67,85.14,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Lockerbie","S02001436","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.59,78.46,82.72,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Moffat","S02001437","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.81,79.37,84.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Langholm & Eskdale","S02001438","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,91.61,89.93,93.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Annandale East","S02001439","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.31,77.44,83.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Annandale West","S02001440","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.02,82.16,87.88,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Annan West","S02001441","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.48,77.04,83.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Annan East","S02001442","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.21,78.11,82.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Eastriggs","S02001443","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.06,82.47,87.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Gretna","S02001444","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.96,84.46,87.47,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Westend","S02001445","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.34,83.64,87.04,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Perth Road","S02001446","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.6,76.66,82.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Logie & Blackness","S02001447","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.94,75.53,80.35,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","City Centre-Dundee City","S02001448","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,74.18,70.69,77.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Docks & Wellgate","S02001449","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.98,75.54,80.43,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Hilltown","S02001450","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,75.37,72.2,78.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","The Glens","S02001451","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.33,74.51,80.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stobswell","S02001452","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,79.82,77.44,82.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Baxter Park","S02001453","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.36,82.93,87.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Craigie &  Craigiebank","S02001454","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,81.58,79.85,83.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Douglas West","S02001455","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,76.8,74.61,79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Ferry","S02001456","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,83.2,80.75,85.64,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Douglas East","S02001457","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,82.02,79.31,84.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broughty Ferry West","S02001458","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,84.73,83.29,86.17,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broughty Ferry East","S02001459","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,89.73,86.13,93.33,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Barnhill","S02001460","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,85.09,82.96,87.22,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Pitkerro","S02001461","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,80.66,78.77,82.56,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Whitfield","S02001462","Intermediate zone",2016,"2014 to 2018 (5 year aggregate)",NA,77.32,75.29,79.36,"Years","Public Health Scotland/National Records of Scotland (NRS)"
